district_id,state,district,latitude,longitude,district_area_sq_km,population,population_density,average_rainfall,maximum_rainfall,annual_actual_rainfall,rainfall_departure_pct,heavy_rainfall_days,historical_disaster_count,historical_flood_count,historical_landslide_count,historical_cyclone_count,landslide_event_count,cyclone_track_count,cyclone_exposure_count,max_cyclone_wind,total_households,good_houses,livable_houses,dilapidated_houses,dilapidated_house_pct,hospital_count,hospital_bed_count
DIST_IND_045,PUNJAB,Faridkot,30.61309,74.779044,1438.68,617508,429.22,0.05,1.0,1.0,0.0,0.0,0,0,0,0,0,7,29,0.0,289.9,136.2,130.4,23.3,8.04,34,0
DIST_IND_046,PUNJAB,Bathinda,30.183052,75.0405,3291.87,1388525,421.8,0.29,3.7,5.6,0.0,0.0,0,0,0,0,0,9,30,0.0,285.3,145.4,121.1,18.8,6.59,73,0
DIST_IND_047,PUNJAB,Mansa,29.906967,75.438696,2105.4,769751,365.61,0.73,13.8,13.8,0.0,0.0,0,0,0,0,0,9,32,0.0,290.4,150.5,120.0,19.8,6.82,15,0
DIST_IND_048,PUNJAB,Patiala,30.280441,76.34752,3195.9,1895686,593.16,1.46,11.7,27.8,0.0,0.0,0,0,0,0,0,3,3,0.0,283.9,153.3,114.1,16.5,5.81,39,0
DIST_IND_049,PUNJAB,Amritsar,31.705847,74.899275,2620.7,2490656,950.38,1.69,14.9,32.1,0.0,0.0,0,0,0,0,0,5,12,0.0,288.0,129.0,140.0,19.3,6.7,185,0
DIST_IND_050,PUNJAB,Tarn Taran,31.336744,74.84063,2362.46,1119627,473.92,0.18,2.2,3.5,0.0,0.0,0,0,0,0,0,6,17,0.0,291.1,119.9,148.4,22.8,7.83,2,0
DIST_IND_051,PUNJAB,Rupnagar,31.061877,76.487787,1341.99,684627,510.16,9.25,61.0,175.7,0.0,0.0,0,0,0,0,0,0,0,0.0,287.6,179.5,91.9,16.2,5.63,60,0
DIST_IND_052,PUNJAB,Sahibzada Ajit Singh Nagar,,,,994628,,1.69,8.1,32.2,0.0,0.0,0,0,0,0,0,0,0,0.0,287.9,178.2,94.0,15.8,5.49,0,0
DIST_IND_053,PUNJAB,Sangrur,30.211712,75.868835,3507.41,1655169,471.91,2.07,15.5,39.3,0.0,0.0,0,0,0,0,0,5,15,0.0,274.3,148.3,110.69999999999999,15.5,5.65,33,0
DIST_IND_054,PUNJAB,Barnala,30.387868,75.49858,1387.16,595527,429.31,0.78,7.2,14.8,0.0,0.0,0,0,0,0,0,8,24,0.0,274.1,131.5,124.9,17.7,6.46,36,0
DIST_IND_055,CHANDIGARH,Chandigarh,30.72935,76.780524,111.75,1055450,9444.74,9.64,59.0,183.2,0.0,0.0,0,0,0,0,0,1,1,0.0,294.2,186.60000000000002,98.5,9.0,3.06,60,0
DIST_IND_056,UTTARAKHAND,Uttarkashi,,,,330086,,6.82,27.1,129.5,0.0,0.0,0,0,0,0,0,0,0,0.0,291.1,217.5,67.0,6.6,2.27,2,0
DIST_IND_057,UTTARAKHAND,Chamoli,30.494947,79.57681,7618.34,391605,51.4,11.17,22.2,212.2,0.0,0.0,0,0,0,0,0,1,1,15.0,292.1,227.8,59.3,5.3,1.81,6,0
DIST_IND_058,UTTARAKHAND,Rudraprayag,,,,242285,,12.61,37.6,239.5,0.0,0.0,0,0,0,0,0,0,0,0.0,287.2,236.2,47.099999999999994,3.8,1.32,1,0
DIST_IND_059,UTTARAKHAND,Tehri Garhwal,30.436626,78.535347,3807.05,618931,162.57,,,,,,0,0,0,0,0,2,4,15.0,286.9,221.8,59.4,5.6,1.95,5,0
DIST_IND_060,UTTARAKHAND,Dehradun,30.471959,77.967863,3019.08,1696694,561.99,15.26,59.3,289.9,0.0,0.0,0,0,0,0,0,1,2,0.0,288.3,212.2,66.8,9.1,3.16,131,0
DIST_IND_061,UTTARAKHAND,Garhwal,29.879999,78.763798,5131.55,687271,133.93,8.95,25.5,170.0,0.0,0.0,0,0,0,0,0,3,13,15.0,290.9,226.3,60.2,4.3,1.48,14,0
DIST_IND_062,UTTARAKHAND,Pithoragarh,30.113698,80.345423,7034.3,483439,68.73,14.47,33.9,274.9,0.0,0.0,0,0,0,0,0,0,0,0.0,278.3,221.8,52.199999999999996,4.3,1.55,7,0
DIST_IND_063,UTTARAKHAND,Bageshwar,29.996414,79.858836,2173.11,259898,119.6,20.91,61.8,397.2,0.0,0.0,0,0,0,0,0,2,4,15.0,282.2,223.1,53.0,6.1000000000000005,2.16,3,0
DIST_IND_064,UTTARAKHAND,Almora,29.690761,79.504605,3056.82,622506,203.64,11.93,43.1,226.6,0.0,0.0,0,0,0,0,0,3,9,15.0,292.4,228.0,59.9,4.5,1.54,20,0
DIST_IND_065,UTTARAKHAND,Champawat,29.280832,80.069242,1712.85,259648,151.59,10.74,51.1,204.1,0.0,0.0,0,0,0,0,0,4,8,15.0,285.4,166.7,101.4,17.2,6.03,5,0
DIST_IND_066,UTTARAKHAND,Nainital,29.317443,79.4635,3869.87,954605,246.68,,,,,,0,0,0,0,0,5,16,15.0,287.6,201.2,74.4,11.9,4.14,33,0
DIST_IND_067,UTTARAKHAND,Udham Singh Nagar,,,,1648902,,16.43,45.2,312.1,0.0,0.0,0,0,0,0,0,0,0,0.0,283.6,149.1,118.5,16.0,5.64,89,0
DIST_IND_068,UTTARAKHAND,Hardwar,29.881408,77.996099,2225.54,1890422,849.42,12.84,35.4,244.0,0.0,0.0,0,0,0,0,0,3,15,15.0,284.3,167.3,105.8,11.1,3.9,74,0
DIST_IND_069,HARYANA,Panchkula,30.686042,76.9773,854.48,561293,656.88,17.55,74.4,333.5,0.0,1.0,0,0,0,0,0,0,0,0.0,284.6,190.8,79.9,13.799999999999999,4.85,64,0
DIST_IND_070,HARYANA,Ambala,30.328547,76.937618,1484.87,1128350,759.9,5.49,26.7,104.4,0.0,0.0,0,0,0,0,0,1,1,0.0,281.1,169.2,101.10000000000001,10.8,3.84,86,0
DIST_IND_071,HARYANA,Yamunanagar,30.234061,77.301801,1669.88,1214205,727.12,6.47,34.9,122.9,0.0,0.0,0,0,0,0,0,4,6,15.0,278.2,151.2,112.3,14.6,5.25,80,0
DIST_IND_072,HARYANA,Kurukshetra,30.038852,76.784484,1632.84,964655,590.78,1.59,12.5,30.3,0.0,0.0,0,0,0,0,0,1,2,0.0,288.2,165.3,111.5,11.399999999999999,3.96,50,0
DIST_IND_073,HARYANA,Kaithal,29.811466,76.4136,2213.92,1074304,485.25,1.5,13.6,28.5,0.0,0.0,0,0,0,0,0,6,10,20.0,256.1,134.1,109.9,12.1,4.72,22,0
DIST_IND_074,HARYANA,Karnal,29.689083,76.887612,2403.63,1505324,626.27,0.69,3.9,13.1,0.0,0.0,0,0,0,0,0,4,17,20.0,273.1,156.4,105.8,10.7,3.92,81,0
DIST_IND_075,HARYANA,Panipat,29.338265,76.928135,1265.55,1205437,952.5,1.26,6.2,23.9,0.0,0.0,0,0,0,0,0,8,31,20.0,264.8,141.9,113.19999999999999,9.600000000000001,3.63,89,0
DIST_IND_076,HARYANA,Sonipat,29.054129,76.878492,2086.87,1450001,694.82,2.99,28.3,56.8,0.0,0.0,0,0,0,0,0,12,44,20.0,266.6,142.2,113.2,11.2,4.2,78,0
DIST_IND_077,HARYANA,Jind,29.433477,76.30658,2674.84,1334152,498.78,0.48,8.2,9.1,0.0,0.0,0,0,0,0,0,11,29,20.0,240.39999999999998,128.1,102.4,9.8,4.08,36,0
DIST_IND_078,HARYANA,Fatehabad,29.568888,75.576742,2454.13,942011,383.85,2.01,12.1,38.1,0.0,0.0,0,0,0,0,0,10,33,0.0,269.9,145.6,109.5,15.0,5.56,33,0
DIST_IND_079,HARYANA,Sirsa,29.615569,74.900892,4148.07,1295189,312.24,0.11,1.5,2.1,0.0,0.0,0,0,0,0,0,13,57,0.0,274.2,156.2,103.5,14.5,5.29,68,0
DIST_IND_080,HARYANA,Hisar,29.2118,75.822359,3950.49,1743931,441.45,0.32,2.1,6.0,0.0,0.0,0,0,0,0,0,11,42,20.0,253.7,143.7,98.19999999999999,11.7,4.61,120,0
DIST_IND_081,HARYANA,Bhiwani,28.7783,75.890251,3205.95,1634445,509.82,0.02,0.3,0.3,0.0,0.0,0,0,0,0,0,13,58,20.0,274.5,141.1,119.6,13.8,5.03,59,0
DIST_IND_082,HARYANA,Rohtak,28.912148,76.530308,1616.22,1061204,656.6,1.41,9.6,26.8,0.0,0.0,0,0,0,0,0,14,56,20.0,265.4,149.0,106.6,10.0,3.77,76,0
DIST_IND_083,HARYANA,Jhajjar,28.601446,76.64213,1838.58,958405,521.27,1.58,15.4,30.0,0.0,0.0,0,0,0,0,0,20,74,20.0,274.8,144.9,116.8,13.100000000000001,4.77,22,0
DIST_IND_084,HARYANA,Mahendragarh,28.170996,76.138334,1868.65,922088,493.45,0.31,2.2,5.8,0.0,0.0,0,0,0,0,0,18,81,23.0,274.2,156.8,109.4,8.100000000000001,2.95,39,0
DIST_IND_085,HARYANA,Rewari,28.23569,76.541091,1462.63,900332,615.56,1.85,10.3,35.1,0.0,0.0,0,0,0,0,0,20,93,20.0,269.2,163.5,97.80000000000001,7.9,2.93,71,0
DIST_IND_086,HARYANA,Gurgaon,28.368627,76.940505,1217.7,1514432,1243.68,6.79,29.9,129.1,0.0,0.0,0,0,0,0,0,19,83,20.0,283.3,183.20000000000002,89.80000000000001,10.2,3.6,262,0
DIST_IND_087,HARYANA,Mewat,27.983831,77.050056,1448.19,1089263,752.15,5.87,42.9,111.6,0.0,0.0,0,0,0,0,0,27,109,15.0,287.70000000000005,117.19999999999999,149.1,21.4,7.44,10,0
DIST_IND_088,HARYANA,Faridabad,28.352205,77.342771,717.26,1809733,2523.12,4.94,37.9,93.8,0.0,0.0,0,0,0,0,0,24,80,20.0,284.1,160.6,114.5,9.2,3.24,281,0
DIST_IND_089,HARYANA,Palwal,28.062405,77.334709,1318.95,1042708,790.56,6.13,54.1,116.5,0.0,0.0,0,0,0,0,0,28,105,15.0,281.3,141.2,125.4,14.7,5.23,42,0
DIST_IND_090,NCT OF DELHI,North West,28.725234,77.043235,148.9,3656539,24557.01,5.3,32.8,100.7,0.0,0.0,0,0,0,0,0,14,58,20.0,288.8,167.1,110.9,10.8,3.74,0,0
DIST_IND_091,NCT OF DELHI,North,28.793516,77.107774,282.16,887978,3147.07,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,13,52,20.0,287.70000000000005,186.10000000000002,94.1,7.5,2.61,0,0
DIST_IND_092,NCT OF DELHI,North East,28.71754,77.253254,42.95,2241624,52191.48,7.44,55.0,141.3,0.0,0.0,0,0,0,0,0,14,58,20.0,282.3,175.4,100.5,6.4,2.27,0,0
DIST_IND_093,NCT OF DELHI,East,28.618399,77.294703,45.14,1709346,37867.66,4.43,28.4,84.1,0.0,0.0,0,0,0,0,0,19,65,20.0,289.0,232.29999999999998,51.8,4.7,1.63,0,0
DIST_IND_094,NCT OF DELHI,New Delhi,28.577384,77.147747,149.65,142004,948.91,9.79,49.5,186.0,0.0,0.0,0,0,0,0,0,16,61,20.0,196.0,133.8,55.2,7.2,3.67,0,0
DIST_IND_095,NCT OF DELHI,Central,28.693559,77.212231,78.21,582320,7445.6,9.23,102.2,175.4,0.0,1.0,0,0,0,0,0,15,58,20.0,192.2,111.0,74.8,6.2,3.23,0,0
DIST_IND_096,NCT OF DELHI,West,28.655431,77.063974,127.2,2543243,19994.05,10.85,69.0,206.2,0.0,1.0,0,0,0,0,0,16,62,20.0,288.6,180.4,101.0,7.2,2.49,0,0
DIST_IND_097,NCT OF DELHI,South West,28.576209,76.967514,273.46,2292958,8384.99,3.37,21.2,64.1,0.0,0.0,0,0,0,0,0,18,68,20.0,287.8,193.2,86.6,7.9,2.74,0,0
DIST_IND_098,NCT OF DELHI,South,28.483307,77.190883,157.25,2731929,17373.16,6.99,61.8,132.9,0.0,0.0,0,0,0,0,0,20,68,20.0,288.7,181.9,96.9,9.899999999999999,3.43,0,0
DIST_IND_099,RAJASTHAN,Ganganagar,29.403166,73.564234,10372.2,1969168,189.85,0.29,5.2,5.6,0.0,0.0,0,0,0,0,0,17,52,0.0,291.9,172.6,110.9,8.4,2.88,42,0
DIST_IND_100,RAJASTHAN,Hanumangarh,29.26204,74.546523,9623.52,1774692,184.41,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,15,58,0.0,292.4,182.1,102.2,8.0,2.74,14,0
DIST_IND_101,RAJASTHAN,Bikaner,28.177824,73.173792,29252.73,2363937,80.81,0.15,2.8,2.8,0.0,0.0,0,0,0,0,0,22,65,0.0,291.7,164.1,117.3,10.3,3.53,20,0
DIST_IND_102,RAJASTHAN,Churu,28.344586,74.695054,13421.74,2039547,151.96,0.62,8.9,11.8,0.0,0.0,0,0,0,0,0,23,68,25.0,294.2,176.9,104.5,12.8,4.35,10,0
DIST_IND_103,RAJASTHAN,Jhunjhunun,28.09196,75.550151,5717.75,2137045,373.76,0.06,1.2,1.2,0.0,0.0,0,0,0,0,0,18,64,25.0,295.7,216.3,73.1,6.3,2.13,19,0
DIST_IND_104,RAJASTHAN,Alwar,27.590386,76.601555,8106.49,3674179,453.24,7.24,36.2,137.5,0.0,0.0,0,0,0,0,0,28,109,0.0,292.5,181.6,102.7,8.2,2.8,86,0
DIST_IND_105,RAJASTHAN,Bharatpur,27.246455,77.277126,4892.58,2548462,520.88,8.27,49.8,157.1,0.0,0.0,0,0,0,0,0,49,165,15.0,288.9,135.1,142.7,11.0,3.81,27,0
DIST_IND_106,RAJASTHAN,Dhaulpur,26.680979,77.701646,2922.09,1206516,412.89,11.78,64.2,223.8,0.0,0.0,0,0,0,0,0,73,295,0.0,291.2,127.7,147.8,15.6,5.36,7,0
DIST_IND_107,RAJASTHAN,Karauli,26.522752,76.958298,4836.64,1458248,301.5,8.98,51.7,170.7,0.0,0.0,0,0,0,0,0,59,201,0.0,291.0,118.80000000000001,158.5,13.7,4.71,5,0
DIST_IND_108,RAJASTHAN,Sawai Madhopur,26.217236,76.46075,4838.07,1335551,276.05,,,,,,0,0,0,0,0,60,206,0.0,289.7,142.0,137.0,10.7,3.69,17,0
DIST_IND_109,RAJASTHAN,Dausa,26.857587,76.509189,3293.9,1634409,496.19,10.55,74.0,200.4,0.0,1.0,0,0,0,0,0,44,146,0.0,292.2,165.2,115.6,11.4,3.9,34,0
DIST_IND_110,RAJASTHAN,Jaipur,26.976403,75.718141,10739.84,6626178,616.97,3.97,29.4,75.5,0.0,0.0,0,0,0,0,0,40,120,0.0,292.0,183.8,100.4,7.8,2.67,408,0
DIST_IND_111,RAJASTHAN,Sikar,27.634285,75.288141,7448.51,2677333,359.45,0.71,6.0,13.5,0.0,0.0,0,0,0,0,0,24,64,25.0,293.8,200.3,86.6,6.9,2.35,29,0
DIST_IND_112,RAJASTHAN,Nagaur,27.066358,74.17495,17162.8,3307743,192.73,0.82,11.0,15.5,0.0,0.0,0,0,0,0,0,42,152,25.0,293.2,159.5,119.60000000000001,14.299999999999999,4.88,15,0
DIST_IND_113,RAJASTHAN,Jodhpur,26.747679,72.786791,21857.14,3687165,168.69,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,31,91,30.0,293.4,168.1,114.4,10.9,3.72,66,0
DIST_IND_114,RAJASTHAN,Jaisalmer,27.075412,70.900308,37060.76,669919,18.08,,,,,,0,0,0,0,0,13,41,28.0,296.5,139.6,149.1,7.800000000000001,2.63,3,0
DIST_IND_115,RAJASTHAN,Barmer,25.735449,71.474224,27321.53,2603751,95.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28,110,28.0,295.3,138.6,143.9,12.799999999999999,4.33,7,0
DIST_IND_116,RAJASTHAN,Jalor,25.099667,72.21014,10237.22,1828730,178.64,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,35,137,30.0,293.4,136.4,136.6,20.2,6.88,6,0
DIST_IND_117,RAJASTHAN,Sirohi,24.761578,72.775901,4941.02,1036346,209.74,0.3,2.9,5.7,0.0,0.0,0,0,0,0,0,40,127,45.0,294.2,158.0,121.5,14.700000000000001,5.0,13,0
DIST_IND_118,RAJASTHAN,Pali,25.70655,73.517696,11916.34,2037573,170.99,0.07,1.3,1.4,0.0,0.0,0,0,0,0,0,39,122,25.0,292.2,152.7,126.9,12.6,4.31,21,0
DIST_IND_119,RAJASTHAN,Ajmer,26.233347,74.772515,8164.97,2583052,316.36,1.66,20.2,31.5,0.0,0.0,0,0,0,0,0,51,181,0.0,291.5,168.60000000000002,116.1,6.9,2.37,64,0
DIST_IND_120,RAJASTHAN,Tonk,26.148226,75.66597,6932.4,1421326,205.03,6.34,44.6,120.5,0.0,0.0,0,0,0,0,0,60,216,0.0,289.6,147.2,136.0,6.3,2.18,16,0
DIST_IND_121,RAJASTHAN,Bundi,25.48545,75.790417,5560.95,1110906,199.77,7.25,38.7,137.8,0.0,0.0,0,0,0,0,0,72,253,0.0,288.3,143.6,136.6,8.2,2.84,10,0
DIST_IND_122,RAJASTHAN,Bhilwara,25.481763,74.72658,10092.86,2408523,238.64,2.18,23.7,41.5,0.0,0.0,0,0,0,0,0,56,190,0.0,291.8,151.5,132.5,7.9,2.71,44,0
DIST_IND_123,RAJASTHAN,Rajsamand,25.228438,73.890522,4454.35,1156597,259.66,,,,,,0,0,0,0,0,41,125,30.0,291.9,150.4,132.8,8.7,2.98,11,0
DIST_IND_124,RAJASTHAN,Dungarpur,23.731433,73.854278,3643.79,1388552,381.07,0.04,0.2,0.7,0.0,0.0,0,0,0,0,0,43,109,45.0,284.6,131.70000000000002,139.1,13.6,4.78,8,0
DIST_IND_125,RAJASTHAN,Banswara,23.477973,74.364164,4307.16,1797485,417.32,0.8,11.7,15.2,0.0,0.0,0,0,0,0,0,44,104,0.0,277.5,114.80000000000001,144.1,18.7,6.74,11,0
DIST_IND_126,RAJASTHAN,Chittaurgarh,24.822816,74.77365,7503.84,1544338,205.81,2.43,29.5,46.1,0.0,0.0,0,0,0,0,0,59,180,0.0,290.5,155.0,127.0,8.5,2.93,13,0
DIST_IND_127,RAJASTHAN,Kota,25.109252,76.106608,4903.43,1951014,397.89,5.55,31.9,105.5,0.0,0.0,0,0,0,0,0,89,286,0.0,291.3,176.2,108.4,6.800000000000001,2.33,90,0
DIST_IND_128,RAJASTHAN,Baran,24.995025,76.748059,6714.41,1222755,182.11,6.88,49.8,130.8,0.0,0.0,0,0,0,0,0,98,311,0.0,289.2,152.6,129.0,7.8,2.7,4,0
DIST_IND_129,RAJASTHAN,Jhalawar,24.33613,76.192953,6096.59,1411129,231.46,8.14,43.5,154.6,0.0,0.0,0,0,0,0,0,81,272,0.0,283.7,137.0,136.9,9.8,3.45,12,0
DIST_IND_130,RAJASTHAN,Udaipur,24.418051,73.688985,11256.57,3068420,272.59,0.04,0.5,0.7,0.0,0.0,0,0,0,0,0,43,129,45.0,288.8,151.3,129.5,8.0,2.77,77,0
DIST_IND_131,RAJASTHAN,Pratapgarh,24.031532,74.651536,4260.14,867848,203.71,,,,,,0,0,0,0,0,53,137,0.0,280.6,137.2,137.5,5.9,2.1,0,0
DIST_IND_132,UTTAR PRADESH,Saharanpur,29.951115,77.546524,3615.16,3466382,958.85,,,,,,0,0,0,0,0,4,16,15.0,280.8,149.1,118.6,13.100000000000001,4.67,66,0
DIST_IND_133,UTTAR PRADESH,Muzaffarnagar,29.415842,77.725309,2656.21,4143512,1559.93,,,,,,0,0,0,0,0,8,27,20.0,273.6,137.8,124.6,11.2,4.09,70,0
DIST_IND_134,UTTAR PRADESH,Bijnor,29.386194,78.38889,4465.32,3682713,824.74,15.58,90.0,296.1,0.0,1.0,0,0,0,0,0,7,28,15.0,279.5,131.9,134.6,13.0,4.65,50,0
DIST_IND_135,UTTAR PRADESH,Moradabad,28.901074,78.778841,2188.02,4772006,2180.97,16.89,63.8,321.0,0.0,0.0,0,0,0,0,0,11,37,15.0,270.8,108.1,149.5,13.1,4.84,100,0
DIST_IND_136,UTTAR PRADESH,Rampur,28.809772,79.115057,2291.26,2335819,1019.45,10.32,32.6,196.1,0.0,0.0,0,0,0,0,0,11,32,15.0,284.0,105.1,164.0,14.899999999999999,5.25,13,0
DIST_IND_137,UTTAR PRADESH,Jyotiba Phule Nagar,28.811679,78.332567,2097.09,1840221,877.51,13.19,75.3,250.7,0.0,1.0,0,0,0,0,0,16,50,15.0,273.3,105.80000000000001,153.3,14.2,5.2,19,0
DIST_IND_138,UTTAR PRADESH,Meerut,29.039778,77.783451,2482.3,3443689,1387.3,9.26,67.8,175.9,0.0,1.0,0,0,0,0,0,11,40,20.0,261.1,143.8,109.3,8.2,3.14,169,0
DIST_IND_139,UTTAR PRADESH,Baghpat,29.056892,77.308511,1282.05,1303048,1016.38,5.45,24.7,103.5,0.0,0.0,0,0,0,0,0,12,44,20.0,253.89999999999998,120.7,124.80000000000001,8.3,3.27,23,0
DIST_IND_140,UTTAR PRADESH,Ghaziabad,28.767814,77.475924,882.19,4681645,5306.84,1.46,11.2,27.7,0.0,0.0,0,0,0,0,0,18,61,20.0,276.2,157.5,111.5,7.1,2.57,260,0
DIST_IND_141,UTTAR PRADESH,Gautam Buddha Nagar,28.411391,77.539566,1206.71,1648115,1365.79,,,,,,0,0,0,0,0,25,78,20.0,283.4,182.9,95.8,4.9,1.73,188,0
DIST_IND_142,UTTAR PRADESH,Bulandshahr,28.358084,77.999724,3566.68,3499171,981.07,,,,,,0,0,0,0,0,25,77,15.0,263.4,122.3,131.5,9.7,3.68,52,0
DIST_IND_143,UTTAR PRADESH,Aligarh,27.926575,78.065248,3585.24,3673889,1024.73,2.74,8.4,52.1,0.0,0.0,0,0,0,0,0,30,112,15.0,266.5,125.0,131.8,9.6,3.6,69,0
DIST_IND_144,UTTAR PRADESH,Mahamaya Nagar,27.581727,78.164253,1720.34,1564708,909.53,2.68,9.2,51.0,0.0,0.0,0,0,0,0,0,44,157,15.0,280.3,126.10000000000001,143.5,10.7,3.82,9,0
DIST_IND_145,UTTAR PRADESH,Mathura,27.59735,77.626063,3226.13,2547184,789.55,2.73,29.2,51.8,0.0,0.0,0,0,0,0,0,44,145,15.0,278.5,137.0,132.4,9.2,3.3,65,0
DIST_IND_146,UTTAR PRADESH,Agra,27.037206,78.078304,3888.5,4418797,1136.38,6.92,33.3,131.5,0.0,0.0,0,0,0,0,0,60,254,15.0,287.1,147.3,130.8,9.1,3.17,199,0
DIST_IND_147,UTTAR PRADESH,Firozabad,27.187204,78.526498,2333.88,2498156,1070.39,8.79,25.5,167.1,0.0,0.0,0,0,0,0,0,51,211,15.0,282.20000000000005,111.30000000000001,155.3,15.7,5.56,18,0
DIST_IND_148,UTTAR PRADESH,Mainpuri,27.182272,79.052086,2642.87,1868529,707.01,4.74,10.4,90.1,0.0,0.0,0,0,0,0,0,40,151,15.0,289.3,128.6,141.9,18.6,6.43,7,0
DIST_IND_149,UTTAR PRADESH,Budaun,28.078185,79.042688,4101.29,3681896,897.74,,,,,,0,0,0,0,0,21,72,15.0,273.2,89.9,162.9,20.4,7.47,22,0
DIST_IND_150,UTTAR PRADESH,Bareilly,28.457888,79.431449,3987.09,4448359,1115.69,9.68,23.6,184.0,0.0,0.0,0,0,0,0,0,9,36,0.0,277.3,107.9,152.6,16.7,6.02,107,0
DIST_IND_151,UTTAR PRADESH,Pilibhit,28.531127,79.994253,3634.04,2031007,558.88,,,,,,0,0,0,0,0,8,26,0.0,279.0,97.1,156.4,25.5,9.14,24,0
DIST_IND_152,UTTAR PRADESH,Shahjahanpur,27.951301,79.822274,4175.81,3006538,719.99,9.24,34.6,175.6,0.0,0.0,0,0,0,0,0,8,43,15.0,289.7,94.6,164.4,30.799999999999997,10.63,26,0
DIST_IND_153,UTTAR PRADESH,Kheri,28.120423,80.667698,7440.81,4021243,540.43,9.71,45.5,184.4,0.0,0.0,0,0,0,0,0,6,25,0.0,289.8,93.1,166.4,30.4,10.49,24,0
DIST_IND_154,UTTAR PRADESH,Sitapur,27.517127,80.852362,5540.29,4483992,809.34,10.58,54.5,201.0,0.0,0.0,0,0,0,0,0,11,50,15.0,290.0,98.8,159.3,32.0,11.03,16,0
DIST_IND_155,UTTAR PRADESH,Hardoi,27.330278,80.161931,5776.84,4092845,708.49,9.71,39.8,184.4,0.0,0.0,0,0,0,0,0,19,84,15.0,290.1,103.5,163.9,22.7,7.82,10,0
DIST_IND_156,UTTAR PRADESH,Unnao,26.609874,80.559852,4414.07,3108367,704.2,8.88,32.5,168.8,0.0,0.0,0,0,0,0,0,44,185,15.0,288.6,115.4,154.3,19.0,6.58,12,0
DIST_IND_157,UTTAR PRADESH,Lucknow,26.841895,80.905675,2438.62,4589838,1882.15,12.31,65.5,233.9,0.0,1.0,0,0,0,0,0,37,161,15.0,287.5,147.39999999999998,122.5,17.5,6.09,272,0
DIST_IND_158,UTTAR PRADESH,Rae Bareli,26.203841,81.190815,3781.21,3405559,900.65,,,,,,0,0,0,0,0,56,294,15.0,288.9,130.4,138.3,20.1,6.96,0,0
DIST_IND_159,UTTAR PRADESH,Farrukhabad,27.431298,79.4588,2104.56,1885204,895.77,6.67,27.3,126.8,0.0,0.0,0,0,0,0,0,24,95,15.0,288.9,111.8,156.4,20.7,7.17,18,0
DIST_IND_160,UTTAR PRADESH,Kannauj,27.013629,79.688754,2015.2,1656616,822.06,12.44,53.4,236.3,0.0,0.0,0,0,0,0,0,34,135,15.0,287.8,113.6,151.6,22.7,7.89,5,0
DIST_IND_161,UTTAR PRADESH,Etawah,26.763873,79.094981,2240.07,1581810,706.14,9.05,36.5,172.0,0.0,0.0,0,0,0,0,0,45,185,15.0,288.6,128.7,141.3,18.6,6.44,17,0
DIST_IND_162,UTTAR PRADESH,Auraiya,26.658106,79.479057,1944.77,1379545,709.36,8.4,28.3,159.6,0.0,0.0,0,0,0,0,0,54,185,15.0,286.5,124.6,141.0,20.9,7.29,8,0
DIST_IND_163,UTTAR PRADESH,Kanpur Dehat,26.439517,79.852932,3041.32,1796184,590.59,4.04,15.2,76.8,0.0,0.0,0,0,0,0,0,56,220,15.0,285.8,118.4,145.5,21.9,7.66,14,0
DIST_IND_164,UTTAR PRADESH,Kanpur Nagar,26.388832,80.208783,2876.7,4581268,1592.54,,,,,,0,0,0,0,0,56,217,15.0,286.5,132.7,137.1,16.8,5.86,175,0
DIST_IND_165,UTTAR PRADESH,Jalaun,26.091203,79.385882,4393.81,1689974,384.63,16.43,78.8,312.1,0.0,1.0,0,0,0,0,0,90,314,0.0,284.3,131.5,143.7,9.2,3.24,13,0
DIST_IND_166,UTTAR PRADESH,Jhansi,25.507626,78.950569,4845.42,1998603,412.47,13.06,50.8,248.1,0.0,0.0,0,0,0,0,0,113,466,0.0,286.8,165.1,116.2,5.6,1.95,34,0
DIST_IND_167,UTTAR PRADESH,Lalitpur,24.653161,78.562221,4851.6,1221592,251.79,21.0,79.2,399.0,0.0,1.0,0,0,0,0,0,146,560,0.0,285.4,144.4,133.3,7.800000000000001,2.73,7,0
DIST_IND_168,UTTAR PRADESH,Hamirpur,31.667048,76.525527,1092.46,1104285,1010.82,22.27,87.3,423.1,0.0,1.0,0,0,0,0,0,0,0,0.0,282.2,150.0,127.80000000000001,4.5,1.59,11,0
DIST_IND_169,UTTAR PRADESH,Mahoba,25.361369,79.722751,3118.13,875958,280.92,27.41,131.6,520.8,0.0,3.0,0,0,0,0,0,121,517,0.0,286.6,138.6,143.3,4.7,1.64,2,0
DIST_IND_170,UTTAR PRADESH,Banda,25.474665,80.555844,4228.43,1799410,425.55,33.63,97.7,639.0,0.0,5.0,0,0,0,0,0,113,477,0.0,280.9,148.4,128.8,3.7,1.32,12,0
